date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2020-12-03,2020,12,3,Oceania,New Zealand,Vitamin,Vitamin C,13-25,402,76.8,4709,125,1
2025-07-15,2025,7,15,North America,Canada,Cough_Cold,Cetirizine,26-45,272,18.04,4627,349,0
2024-06-21,2024,6,21,Europe,UK,Antipyretic,Paracetamol,0-12,364,77.39,4461,633,0
2021-10-07,2021,10,7,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,473,83.84,4457,612,1
2021-04-16,2021,4,16,Middle East,Saudi Arabia,Antipyretic,Paracetamol,13-25,943,24.9,4050,268,1
2020-07-05,2020,7,5,South Asia,Bangladesh,Cough_Cold,Cough Syrup,26-45,476,59.55,4387,196,1
2023-09-21,2023,9,21,South America,Brazil,Cough_Cold,Cetirizine,26-45,275,42.25,4901,584,0
2021-11-25,2021,11,25,South America,Brazil,Vitamin,Multivitamin,46-65,434,92.13,4614,53,1
2025-03-03,2025,3,3,Oceania,Australia,Antibiotic,Amoxicillin,0-12,352,9.17,4724,657,0
2024-05-24,2024,5,24,Africa,Kenya,Chronic,Amlodipine,26-45,421,10.12,4518,709,0
2023-01-18,2023,1,18,Europe,Germany,Antibiotic,Amoxicillin,65+,547,25.4,4480,136,0
2022-10-24,2022,10,24,Oceania,New Zealand,Chronic,Amlodipine,13-25,210,82.34,4934,315,0
2023-08-13,2023,8,13,East Asia,China,Vitamin,Multivitamin,0-12,136,67.74,4793,684,0
2025-12-11,2025,12,11,Middle East,UAE,Antibiotic,Azithromycin,26-45,359,37.38,4764,368,0
2024-11-27,2024,11,27,Middle East,Saudi Arabia,Antipyretic,Paracetamol,0-12,333,71.74,4660,262,0
2025-09-07,2025,9,7,Europe,UK,Vitamin,Vitamin C,26-45,271,50.62,4895,91,0
2021-04-26,2021,4,26,East Asia,Japan,Antibiotic,Amoxicillin,65+,704,11.06,4216,155,1
2020-02-14,2020,2,14,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,441,77.66,4530,425,1
2020-06-24,2020,6,24,East Asia,China,Cough_Cold,Cough Syrup,26-45,684,39.02,4315,647,1
2021-07-18,2021,7,18,East Asia,China,Antibiotic,Amoxicillin,26-45,628,40.9,4486,190,1
2023-12-16,2023,12,16,Europe,France,Antipyretic,Paracetamol,13-25,271,27.12,4916,153,0
2023-11-14,2023,11,14,South America,Argentina,Antipyretic,Ibuprofen,46-65,303,91.96,4565,185,0
2024-08-08,2024,8,8,North America,USA,Chronic,Amlodipine,13-25,325,23.47,4859,364,0
2021-11-14,2021,11,14,East Asia,South Korea,Chronic,Metformin,13-25,543,70.95,4455,709,1
2025-04-15,2025,4,15,South America,Argentina,Antibiotic,Amoxicillin,13-25,240,32.85,4897,374,0
2020-03-16,2020,3,16,South America,Brazil,Antipyretic,Ibuprofen,65+,866,25.19,4232,647,1
2022-07-15,2022,7,15,South Asia,Bangladesh,Chronic,Amlodipine,46-65,193,61.24,4632,111,0
2023-11-05,2023,11,5,South Asia,Sri Lanka,Chronic,Metformin,65+,257,72.97,4605,534,0
2022-04-28,2022,4,28,Middle East,UAE,Vitamin,Multivitamin,26-45,412,55.76,4700,646,0
2021-11-23,2021,11,23,Oceania,New Zealand,Antipyretic,Paracetamol,0-12,614,26.55,4263,626,1
2020-06-21,2020,6,21,Africa,Kenya,Antibiotic,Amoxicillin,0-12,518,20.21,4426,217,1
2023-02-10,2023,2,10,South America,Argentina,Antipyretic,Paracetamol,26-45,529,5.54,4388,657,0
2021-02-09,2021,2,9,Africa,Nigeria,Antibiotic,Amoxicillin,65+,864,92.53,4104,50,1
2025-07-16,2025,7,16,Europe,Germany,Antibiotic,Azithromycin,46-65,204,72.54,4673,127,0
2021-03-07,2021,3,7,Africa,Nigeria,Antibiotic,Amoxicillin,0-12,634,87.23,4552,206,1
2024-08-05,2024,8,5,East Asia,China,Antibiotic,Amoxicillin,0-12,171,99.97,4846,306,0
2024-05-11,2024,5,11,Europe,Germany,Antipyretic,Ibuprofen,0-12,507,79.55,4305,288,0
2021-08-12,2021,8,12,North America,Canada,Cough_Cold,Cetirizine,65+,286,51.06,4871,33,1
2022-06-05,2022,6,5,South America,Brazil,Vitamin,Multivitamin,46-65,346,87.89,4456,137,0
2025-12-20,2025,12,20,South America,Brazil,Cough_Cold,Cetirizine,13-25,262,72.87,4730,60,0
2024-02-18,2024,2,18,Oceania,Australia,Vitamin,Vitamin C,65+,486,22.4,4423,712,0
2021-11-21,2021,11,21,South America,Brazil,Antibiotic,Amoxicillin,65+,517,27.21,4434,232,1
2022-09-23,2022,9,23,East Asia,Japan,Antibiotic,Amoxicillin,46-65,249,50.32,4857,336,0
2024-01-11,2024,1,11,Africa,Kenya,Chronic,Metformin,65+,485,55.53,4336,262,0
2020-06-11,2020,6,11,East Asia,Japan,Chronic,Amlodipine,13-25,319,68.02,4487,476,1
2023-12-06,2023,12,6,Oceania,New Zealand,Antipyretic,Ibuprofen,65+,410,21.75,4579,454,0
2025-12-17,2025,12,17,Oceania,Australia,Vitamin,Vitamin C,13-25,317,72.39,4772,311,0
2021-06-03,2021,6,3,Africa,Nigeria,Antipyretic,Ibuprofen,46-65,456,64.4,4680,164,1
2023-03-15,2023,3,15,South America,Argentina,Antibiotic,Amoxicillin,46-65,356,44.8,4745,680,0
2023-08-28,2023,8,28,South Asia,Sri Lanka,Antibiotic,Azithromycin,13-25,159,9.0,4751,289,0
2022-12-18,2022,12,18,South Asia,Bangladesh,Antipyretic,Ibuprofen,0-12,235,72.55,4686,409,0
2023-07-12,2023,7,12,East Asia,China,Antibiotic,Azithromycin,65+,182,14.57,4623,593,0
2024-08-10,2024,8,10,Africa,Kenya,Cough_Cold,Cetirizine,0-12,176,33.8,4686,647,0
2023-12-06,2023,12,6,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,241,30.89,4639,703,0
2021-09-21,2021,9,21,East Asia,Japan,Antipyretic,Ibuprofen,13-25,382,55.02,4716,684,1
2022-07-21,2022,7,21,Oceania,Australia,Antipyretic,Ibuprofen,26-45,296,82.53,4633,428,0
2024-08-31,2024,8,31,South America,Brazil,Antibiotic,Azithromycin,0-12,253,35.09,4877,350,0
2024-11-01,2024,11,1,South Asia,Sri Lanka,Chronic,Amlodipine,46-65,245,17.81,4616,641,0
2022-09-29,2022,9,29,East Asia,South Korea,Chronic,Metformin,0-12,295,86.66,4897,326,0
2025-01-30,2025,1,30,Europe,France,Chronic,Amlodipine,26-45,522,6.67,4473,717,0
2021-11-18,2021,11,18,East Asia,China,Cough_Cold,Cetirizine,46-65,319,8.37,4502,685,1
2020-06-23,2020,6,23,East Asia,Japan,Cough_Cold,Cetirizine,46-65,508,97.95,4361,481,1
2022-05-08,2022,5,8,North America,USA,Cough_Cold,Cough Syrup,26-45,474,17.53,4476,214,0
2025-03-12,2025,3,12,South America,Brazil,Antibiotic,Amoxicillin,13-25,648,91.79,4394,662,0
2022-08-16,2022,8,16,North America,USA,Chronic,Amlodipine,0-12,292,72.35,4652,44,0
2023-07-02,2023,7,2,North America,USA,Vitamin,Vitamin C,65+,226,27.18,4751,324,0
2020-07-26,2020,7,26,East Asia,China,Vitamin,Vitamin C,46-65,262,10.49,4570,282,1
2021-10-24,2021,10,24,Oceania,Australia,Chronic,Amlodipine,46-65,292,87.9,4840,58,1
2024-01-07,2024,1,7,Europe,UK,Vitamin,Multivitamin,65+,285,78.21,4783,705,0
2024-05-16,2024,5,16,North America,Canada,Cough_Cold,Cough Syrup,65+,325,59.98,4735,503,0
2024-04-22,2024,4,22,South Asia,Bangladesh,Vitamin,Multivitamin,13-25,443,5.84,4716,121,0
2022-11-11,2022,11,11,South Asia,India,Cough_Cold,Cough Syrup,13-25,190,12.05,4855,717,0
2022-11-18,2022,11,18,Middle East,UAE,Antibiotic,Amoxicillin,26-45,377,72.12,4786,713,0
2024-12-17,2024,12,17,Africa,Kenya,Antibiotic,Azithromycin,0-12,439,23.79,4521,539,0
2022-07-10,2022,7,10,South Asia,Sri Lanka,Chronic,Amlodipine,26-45,323,62.29,4489,650,0
2024-06-16,2024,6,16,North America,Canada,Antibiotic,Amoxicillin,46-65,461,88.94,4483,433,0
2025-12-23,2025,12,23,South Asia,India,Antibiotic,Amoxicillin,13-25,410,18.8,4660,352,0
2024-02-28,2024,2,28,Africa,Kenya,Cough_Cold,Cetirizine,0-12,267,34.73,4608,630,0
2025-07-22,2025,7,22,Africa,Kenya,Chronic,Amlodipine,26-45,224,59.69,4888,391,0
2024-10-15,2024,10,15,South America,Argentina,Antipyretic,Paracetamol,0-12,160,80.06,4958,704,0
2024-03-20,2024,3,20,Europe,France,Vitamin,Multivitamin,0-12,441,39.71,4649,195,0
2024-02-29,2024,2,29,North America,Canada,Chronic,Metformin,46-65,485,46.47,4492,173,0
2021-10-21,2021,10,21,East Asia,Japan,Cough_Cold,Cetirizine,65+,482,91.56,4493,35,1
2021-08-01,2021,8,1,Middle East,Saudi Arabia,Vitamin,Multivitamin,13-25,205,15.18,4757,647,1
2021-03-28,2021,3,28,East Asia,Japan,Vitamin,Multivitamin,13-25,1059,74.44,3836,164,1
2025-07-08,2025,7,8,Middle East,UAE,Antibiotic,Azithromycin,46-65,208,18.99,4855,155,0
2025-09-05,2025,9,5,Oceania,Australia,Chronic,Metformin,0-12,187,64.21,4907,232,0
2021-12-02,2021,12,2,Oceania,New Zealand,Cough_Cold,Cough Syrup,65+,386,43.24,4498,77,1
2022-01-15,2022,1,15,North America,Canada,Chronic,Amlodipine,13-25,521,75.08,4572,32,0
2020-10-23,2020,10,23,Africa,Nigeria,Chronic,Metformin,26-45,377,48.37,4688,267,1
2024-03-10,2024,3,10,Europe,UK,Cough_Cold,Cough Syrup,0-12,591,16.64,4362,259,0
2020-12-23,2020,12,23,Middle East,Saudi Arabia,Chronic,Metformin,13-25,501,68.42,4426,104,1
2024-02-26,2024,2,26,East Asia,South Korea,Antipyretic,Paracetamol,65+,485,90.71,4609,152,0
2021-07-13,2021,7,13,East Asia,Japan,Antibiotic,Azithromycin,46-65,286,48.0,4636,636,1
2023-05-14,2023,5,14,South America,Argentina,Antibiotic,Azithromycin,0-12,394,9.3,4776,516,0
2021-03-23,2021,3,23,Europe,France,Antipyretic,Paracetamol,0-12,877,45.62,4056,105,1
2022-09-24,2022,9,24,South Asia,Bangladesh,Cough_Cold,Cetirizine,65+,243,99.42,4596,179,0
2021-04-24,2021,4,24,North America,USA,Vitamin,Vitamin C,13-25,2997,58.61,2047,431,1
2022-01-18,2022,1,18,North America,Canada,Chronic,Metformin,65+,321,88.02,4856,250,0
2023-09-12,2023,9,12,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,372,72.53,4735,424,0
2021-11-21,2021,11,21,Europe,France,Chronic,Metformin,46-65,578,90.39,4265,704,1
2021-04-06,2021,4,6,Europe,France,Chronic,Metformin,0-12,935,44.87,4032,374,1
2023-08-05,2023,8,5,East Asia,China,Antibiotic,Amoxicillin,26-45,278,78.53,4553,321,0
2021-09-05,2021,9,5,North America,USA,Chronic,Metformin,26-45,485,33.19,4489,236,1
2024-02-13,2024,2,13,Africa,Kenya,Chronic,Metformin,46-65,562,15.33,4398,233,0
2021-02-27,2021,2,27,Africa,Nigeria,Cough_Cold,Cough Syrup,65+,921,91.34,3961,491,1
2021-06-17,2021,6,17,Oceania,Australia,Vitamin,Vitamin C,0-12,636,26.89,4562,714,1
2023-01-19,2023,1,19,Africa,Kenya,Chronic,Metformin,65+,503,15.02,4549,467,0
2022-03-11,2022,3,11,Europe,Germany,Vitamin,Multivitamin,13-25,600,18.88,4376,704,0
2021-09-12,2021,9,12,North America,USA,Vitamin,Vitamin C,0-12,213,47.48,4900,63,1
2024-04-06,2024,4,6,East Asia,China,Chronic,Metformin,46-65,523,41.82,4556,445,0
2025-06-17,2025,6,17,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,46-65,439,10.96,4517,62,0
2024-04-18,2024,4,18,East Asia,Japan,Vitamin,Vitamin C,13-25,557,28.81,4295,409,0
2020-03-17,2020,3,17,South America,Argentina,Antibiotic,Azithromycin,13-25,915,51.76,4194,143,1
2020-12-26,2020,12,26,Middle East,UAE,Chronic,Amlodipine,0-12,541,45.73,4416,414,1
2021-03-13,2021,3,13,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,13-25,531,21.57,4495,396,1
2024-04-05,2024,4,5,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,323,83.06,4827,530,0
2021-04-06,2021,4,6,Middle East,UAE,Cough_Cold,Cough Syrup,65+,967,92.02,3899,198,1
2022-04-03,2022,4,3,Oceania,Australia,Vitamin,Vitamin C,65+,259,42.85,4850,423,0
2023-10-31,2023,10,31,North America,Canada,Antibiotic,Amoxicillin,65+,347,49.32,4803,524,0
2025-03-06,2025,3,6,East Asia,China,Antibiotic,Amoxicillin,65+,656,63.67,4479,617,0
2021-11-06,2021,11,6,South Asia,Sri Lanka,Antibiotic,Amoxicillin,0-12,467,91.81,4483,419,1
2024-05-07,2024,5,7,East Asia,South Korea,Chronic,Amlodipine,46-65,366,73.04,4658,497,0
2025-09-18,2025,9,18,South Asia,Bangladesh,Antipyretic,Paracetamol,46-65,170,95.36,5001,275,0
2022-09-23,2022,9,23,South America,Brazil,Vitamin,Vitamin C,65+,111,38.63,4773,673,0
2022-05-30,2022,5,30,East Asia,South Korea,Chronic,Metformin,46-65,393,63.72,4677,572,0
2025-06-30,2025,6,30,Oceania,New Zealand,Vitamin,Vitamin C,46-65,372,71.58,4510,573,0
2024-11-11,2024,11,11,North America,Canada,Antipyretic,Paracetamol,26-45,386,8.61,4613,201,0
2025-03-31,2025,3,31,Europe,Germany,Chronic,Metformin,13-25,422,85.79,4641,177,0
2023-05-19,2023,5,19,Oceania,Australia,Vitamin,Vitamin C,26-45,426,83.21,4698,56,0
2024-03-12,2024,3,12,Europe,France,Vitamin,Vitamin C,0-12,291,25.91,4611,375,0
2023-03-30,2023,3,30,Oceania,Australia,Chronic,Metformin,65+,614,89.09,4387,431,0
2023-09-09,2023,9,9,Oceania,Australia,Antipyretic,Ibuprofen,65+,127,64.51,5016,90,0
2025-02-18,2025,2,18,Africa,Nigeria,Vitamin,Multivitamin,46-65,285,99.18,4585,487,0
2025-03-26,2025,3,26,Europe,UK,Vitamin,Multivitamin,0-12,329,97.3,4758,567,0
2024-07-22,2024,7,22,Africa,Kenya,Antipyretic,Ibuprofen,26-45,228,46.11,4793,681,0
2022-01-26,2022,1,26,South America,Brazil,Vitamin,Vitamin C,65+,409,56.07,4500,117,0
2024-09-20,2024,9,20,South Asia,Bangladesh,Vitamin,Vitamin C,65+,220,61.91,4589,612,0
2024-07-01,2024,7,1,South Asia,India,Antipyretic,Ibuprofen,46-65,235,20.26,4904,334,0
2023-07-03,2023,7,3,Africa,Kenya,Antibiotic,Amoxicillin,26-45,340,50.96,4842,248,0
2020-09-08,2020,9,8,South America,Argentina,Vitamin,Multivitamin,26-45,241,87.21,4791,51,1
2022-07-05,2022,7,5,Middle East,UAE,Antipyretic,Ibuprofen,13-25,257,54.91,4670,627,0
2021-04-20,2021,4,20,South America,Argentina,Antibiotic,Azithromycin,13-25,622,19.17,4327,704,1
2023-09-22,2023,9,22,Middle East,UAE,Antipyretic,Ibuprofen,65+,146,13.06,4792,548,0
2021-10-16,2021,10,16,Middle East,Saudi Arabia,Antipyretic,Paracetamol,26-45,254,66.22,4564,561,1
2024-08-19,2024,8,19,North America,USA,Antibiotic,Azithromycin,46-65,83,48.88,4844,504,0
2020-10-23,2020,10,23,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,65+,344,73.83,4730,513,1
2024-12-25,2024,12,25,Europe,France,Antibiotic,Azithromycin,46-65,280,38.33,4736,255,0
2023-07-06,2023,7,6,North America,USA,Chronic,Amlodipine,46-65,156,70.35,4708,62,0
2022-01-27,2022,1,27,South Asia,India,Cough_Cold,Cough Syrup,46-65,559,25.73,4385,173,0
2022-10-29,2022,10,29,Europe,France,Vitamin,Vitamin C,65+,289,54.74,4839,536,0
2022-12-28,2022,12,28,North America,Canada,Vitamin,Vitamin C,26-45,395,64.42,4505,651,0
2021-11-29,2021,11,29,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,65+,550,65.92,4460,133,1
2023-05-16,2023,5,16,North America,USA,Antibiotic,Azithromycin,26-45,423,94.28,4431,527,0
2020-05-23,2020,5,23,Africa,Kenya,Vitamin,Multivitamin,0-12,507,90.82,4606,82,1
2022-02-02,2022,2,2,Europe,Germany,Antibiotic,Azithromycin,13-25,243,85.21,4699,532,0
2022-01-06,2022,1,6,Middle East,Saudi Arabia,Vitamin,Multivitamin,0-12,352,29.42,4818,385,0
2020-07-07,2020,7,7,North America,Canada,Chronic,Amlodipine,0-12,521,32.03,4473,603,1
2025-11-28,2025,11,28,North America,Canada,Antipyretic,Ibuprofen,13-25,150,87.86,5014,275,0
2024-09-03,2024,9,3,North America,USA,Cough_Cold,Cetirizine,65+,363,20.93,4582,219,0
2022-08-21,2022,8,21,North America,Canada,Vitamin,Vitamin C,26-45,170,31.3,4646,569,0
2025-10-31,2025,10,31,North America,USA,Antibiotic,Amoxicillin,26-45,274,92.62,4556,38,0
2025-12-20,2025,12,20,Oceania,New Zealand,Cough_Cold,Cetirizine,46-65,245,18.27,4700,332,0
2025-10-19,2025,10,19,North America,Canada,Antipyretic,Paracetamol,0-12,218,42.74,4665,154,0
2024-10-09,2024,10,9,Africa,Kenya,Vitamin,Multivitamin,13-25,221,46.62,4924,198,0
2022-01-08,2022,1,8,South Asia,India,Cough_Cold,Cetirizine,65+,320,52.07,4790,192,0
2024-09-10,2024,9,10,North America,USA,Vitamin,Multivitamin,0-12,211,95.62,4915,299,0
2024-06-24,2024,6,24,South America,Argentina,Chronic,Metformin,65+,415,28.41,4762,446,0
2024-10-25,2024,10,25,South Asia,India,Cough_Cold,Cetirizine,0-12,183,90.57,4834,460,0
2024-06-13,2024,6,13,South Asia,India,Antipyretic,Paracetamol,65+,307,90.84,4808,470,0
2021-06-12,2021,6,12,South America,Argentina,Antipyretic,Ibuprofen,26-45,540,77.88,4340,309,1
2021-02-12,2021,2,12,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,755,82.82,4197,381,1
2023-10-31,2023,10,31,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,278,87.61,4768,550,0
2021-10-21,2021,10,21,Middle East,UAE,Cough_Cold,Cetirizine,65+,379,86.83,4641,546,1
2023-09-06,2023,9,6,South Asia,India,Vitamin,Vitamin C,46-65,230,9.1,4854,338,0
2024-07-02,2024,7,2,Europe,UK,Chronic,Metformin,65+,290,33.69,4726,413,0
2025-08-02,2025,8,2,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,185,16.79,4734,333,0
2020-08-03,2020,8,3,North America,USA,Vitamin,Vitamin C,13-25,552,82.29,4504,438,1
2025-04-20,2025,4,20,East Asia,China,Cough_Cold,Cetirizine,0-12,357,6.75,4619,362,0
2020-10-15,2020,10,15,South America,Brazil,Vitamin,Vitamin C,46-65,3199,47.76,1994,199,1
2024-09-19,2024,9,19,Oceania,New Zealand,Antibiotic,Azithromycin,26-45,291,69.97,4721,517,0
2022-03-22,2022,3,22,North America,Canada,Cough_Cold,Cetirizine,13-25,677,29.62,4228,394,0
2023-05-13,2023,5,13,Oceania,Australia,Chronic,Amlodipine,46-65,380,63.57,4509,90,0
2022-05-23,2022,5,23,Middle East,Saudi Arabia,Chronic,Metformin,65+,366,85.38,4501,517,0
2023-10-16,2023,10,16,North America,Canada,Antibiotic,Amoxicillin,65+,300,41.97,4825,32,0
2025-05-22,2025,5,22,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,26-45,347,99.5,4620,670,0
2022-10-08,2022,10,8,Europe,France,Antipyretic,Paracetamol,26-45,316,29.48,4777,71,0
2025-05-03,2025,5,3,Middle East,Saudi Arabia,Antipyretic,Paracetamol,65+,280,28.52,4721,688,0
2025-03-18,2025,3,18,South America,Argentina,Antipyretic,Ibuprofen,13-25,513,27.35,4552,640,0
2024-11-11,2024,11,11,Europe,UK,Cough_Cold,Cetirizine,0-12,256,71.02,4824,503,0
2024-12-12,2024,12,12,North America,USA,Antipyretic,Paracetamol,0-12,443,85.89,4637,67,0
2023-10-24,2023,10,24,Europe,Germany,Cough_Cold,Cough Syrup,13-25,103,70.09,4888,222,0
2025-07-09,2025,7,9,North America,Canada,Cough_Cold,Cetirizine,13-25,347,73.76,4716,117,0
2025-03-15,2025,3,15,East Asia,Japan,Cough_Cold,Cough Syrup,26-45,278,62.08,4818,408,0
2025-03-14,2025,3,14,Europe,France,Antipyretic,Paracetamol,26-45,542,30.24,4306,610,0
2024-03-23,2024,3,23,South Asia,Bangladesh,Chronic,Metformin,65+,583,23.07,4549,602,0
2020-05-08,2020,5,8,Africa,Kenya,Antibiotic,Amoxicillin,0-12,2463,82.49,2496,242,1
2022-06-02,2022,6,2,Europe,UK,Antibiotic,Azithromycin,13-25,240,66.62,4593,627,0
2025-11-02,2025,11,2,Europe,UK,Chronic,Metformin,13-25,198,42.45,4734,180,0
2024-04-05,2024,4,5,North America,USA,Vitamin,Vitamin C,65+,592,13.21,4581,138,0
2020-10-25,2020,10,25,North America,USA,Antipyretic,Paracetamol,0-12,306,9.15,4884,454,1
2025-03-24,2025,3,24,Oceania,Australia,Cough_Cold,Cough Syrup,26-45,436,18.42,4673,503,0
2021-03-22,2021,3,22,Oceania,Australia,Antibiotic,Azithromycin,65+,1070,46.92,4010,189,1
2024-12-08,2024,12,8,Europe,Germany,Antibiotic,Amoxicillin,0-12,254,12.95,4847,611,0
2023-11-19,2023,11,19,Africa,Kenya,Cough_Cold,Cough Syrup,46-65,303,96.17,4681,368,0
2022-07-12,2022,7,12,Europe,France,Chronic,Amlodipine,13-25,202,55.61,4789,98,0
2023-04-17,2023,4,17,Europe,France,Antipyretic,Ibuprofen,13-25,673,27.76,4508,139,0
2025-08-04,2025,8,4,Oceania,Australia,Cough_Cold,Cetirizine,46-65,303,77.87,4686,377,0
2020-01-15,2020,1,15,East Asia,Japan,Antipyretic,Paracetamol,13-25,687,41.94,4160,679,1
2022-07-30,2022,7,30,East Asia,China,Chronic,Amlodipine,13-25,225,85.52,4912,220,0
2020-11-22,2020,11,22,Europe,Germany,Chronic,Amlodipine,0-12,488,27.79,4501,199,1
2024-03-27,2024,3,27,Oceania,Australia,Chronic,Metformin,26-45,455,59.55,4435,622,0
2025-09-15,2025,9,15,East Asia,South Korea,Cough_Cold,Cough Syrup,65+,311,81.32,4826,318,0
2023-10-17,2023,10,17,South America,Argentina,Chronic,Metformin,26-45,184,66.19,4870,670,0
2021-04-12,2021,4,12,South America,Argentina,Antibiotic,Azithromycin,65+,379,57.92,4682,185,1
2025-01-31,2025,1,31,Europe,France,Chronic,Metformin,65+,303,92.55,4879,223,0
2025-01-15,2025,1,15,Europe,Germany,Chronic,Amlodipine,0-12,271,66.57,4585,369,0
2025-03-05,2025,3,5,South Asia,India,Vitamin,Vitamin C,13-25,429,34.8,4465,582,0
2023-10-01,2023,10,1,North America,USA,Vitamin,Vitamin C,46-65,330,41.35,4825,620,0
2025-09-04,2025,9,4,Oceania,New Zealand,Vitamin,Vitamin C,13-25,211,10.69,4782,447,0
2023-05-03,2023,5,3,Oceania,Australia,Antibiotic,Amoxicillin,65+,487,14.89,4603,367,0
2020-05-03,2020,5,3,Europe,France,Antipyretic,Ibuprofen,46-65,718,59.06,4131,534,1
2023-03-31,2023,3,31,Middle East,UAE,Antipyretic,Paracetamol,0-12,349,58.06,4524,267,0
2023-09-08,2023,9,8,Africa,Kenya,Antibiotic,Amoxicillin,46-65,198,93.9,4921,96,0
2024-02-20,2024,2,20,South Asia,Bangladesh,Chronic,Metformin,46-65,344,96.18,4779,197,0
2022-07-25,2022,7,25,South America,Brazil,Antibiotic,Azithromycin,13-25,360,57.33,4617,178,0
2023-12-07,2023,12,7,East Asia,South Korea,Chronic,Metformin,0-12,418,85.75,4778,719,0
2020-08-07,2020,8,7,Africa,Kenya,Chronic,Metformin,65+,207,16.57,4847,570,1
2022-05-01,2022,5,1,Africa,Kenya,Cough_Cold,Cetirizine,13-25,258,79.96,4776,520,0
2025-09-30,2025,9,30,East Asia,South Korea,Chronic,Amlodipine,13-25,147,34.55,4953,39,0
2021-01-14,2021,1,14,Middle East,UAE,Chronic,Metformin,13-25,899,65.81,4041,319,1
2021-09-14,2021,9,14,Africa,Kenya,Vitamin,Multivitamin,46-65,368,45.22,4611,552,1
2020-11-17,2020,11,17,East Asia,Japan,Chronic,Metformin,65+,499,55.52,4621,66,1
2021-07-07,2021,7,7,East Asia,China,Vitamin,Vitamin C,13-25,553,66.16,4435,86,1
2025-07-31,2025,7,31,South Asia,India,Antipyretic,Ibuprofen,46-65,360,49.14,4804,164,0
2022-04-05,2022,4,5,South Asia,India,Antibiotic,Amoxicillin,46-65,488,9.86,4599,281,0
2025-11-06,2025,11,6,Middle East,UAE,Chronic,Metformin,46-65,419,8.99,4473,321,0
2020-05-31,2020,5,31,North America,Canada,Cough_Cold,Cetirizine,65+,682,86.61,4511,386,1
2022-12-22,2022,12,22,Oceania,Australia,Antibiotic,Amoxicillin,46-65,422,72.16,4537,49,0
2024-12-12,2024,12,12,Oceania,Australia,Antipyretic,Paracetamol,26-45,472,29.5,4701,172,0
2024-03-10,2024,3,10,East Asia,China,Cough_Cold,Cough Syrup,26-45,641,67.5,4482,199,0
2025-08-05,2025,8,5,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,65+,248,48.0,4788,702,0
2023-03-02,2023,3,2,Oceania,Australia,Chronic,Amlodipine,46-65,568,20.41,4595,529,0
2022-08-24,2022,8,24,Europe,France,Cough_Cold,Cetirizine,13-25,178,50.0,4958,224,0
2020-07-21,2020,7,21,Oceania,Australia,Antibiotic,Amoxicillin,65+,287,74.19,4635,708,1
2021-07-29,2021,7,29,South Asia,India,Antibiotic,Azithromycin,46-65,643,80.7,4506,573,1
2023-07-06,2023,7,6,East Asia,China,Antibiotic,Amoxicillin,26-45,330,57.16,4652,117,0
2020-12-23,2020,12,23,North America,Canada,Antibiotic,Amoxicillin,0-12,565,58.81,4373,215,1
2021-07-21,2021,7,21,Europe,UK,Antipyretic,Paracetamol,0-12,503,19.1,4577,240,1
2024-04-02,2024,4,2,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,46-65,504,69.01,4468,443,0
2022-01-05,2022,1,5,Middle East,UAE,Chronic,Amlodipine,26-45,598,49.79,4206,104,0
2025-08-23,2025,8,23,Africa,Nigeria,Vitamin,Vitamin C,13-25,88,82.65,5075,628,0
2021-05-15,2021,5,15,South America,Argentina,Cough_Cold,Cough Syrup,65+,603,57.84,4371,526,1
2024-07-15,2024,7,15,East Asia,China,Antibiotic,Amoxicillin,0-12,229,91.68,4632,253,0
2021-10-09,2021,10,9,South America,Brazil,Antibiotic,Amoxicillin,0-12,523,56.15,4611,546,1
2022-02-07,2022,2,7,Europe,UK,Chronic,Metformin,46-65,475,24.16,4361,169,0
2020-09-15,2020,9,15,Europe,Germany,Vitamin,Multivitamin,13-25,398,72.48,4560,685,1
2022-04-07,2022,4,7,North America,Canada,Cough_Cold,Cetirizine,26-45,402,61.03,4695,457,0
2021-10-21,2021,10,21,Europe,France,Antibiotic,Amoxicillin,0-12,326,55.8,4735,160,1
2023-11-04,2023,11,4,South Asia,Sri Lanka,Antipyretic,Paracetamol,13-25,398,49.24,4610,601,0
2023-04-20,2023,4,20,Africa,Nigeria,Chronic,Amlodipine,26-45,511,7.77,4627,342,0
